title,duration,genre,rating,description,stars,votes
Kung Fu Panda 3,95,"Animation, Action, Adventure",7.1,"Continuing his legendary adventures of awesomeness, Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","Alessandro Carloni, Jennifer Yuh Nelson, | ,     Stars:, Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","158,187"
Keeping Up with the Kardashians,44,"Drama, Family, Reality-TV",2.8,"A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney, Khloé, Kendall and Kylie.","Khloé Kardashian, Kim Kardashian, Kourtney Kardashian, Kris Jenner","29,990"
Vikingane,30,"Comedy, History",7.7,Viking life at the close of the 8th century.,"Kåre Conradi, Nils Jørgen Kaalstad, Jon Øigarden, Bjørn Myrene","18,768"
Rise of the Teenage Mutant Ninja Turtles,22,"Animation, Action, Adventure",5.1,Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.,"Ben Schwartz, Brandon Mychal Smith, Omar Benson Miller, Josh Brener","3,965"
Verónica,105,Horror,6.2,"Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates.","Paco Plaza, | ,     Stars:, Sandra Escacena, Bruna González, Claudia Placer, Iván Chavero","41,818"
The Quick and the Dead,108,"Action, Romance, Thriller",6.5,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her fathers death.","Sam Raimi, | ,     Stars:, Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio","94,644"
Death Note,101,"Crime, Drama, Fantasy",4.5,"A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.","Adam Wingard, | ,     Stars:, Nat Wolff, LaKeith Stanfield, Margaret Qualley, Shea Whigham","84,893"
Shattered,92,Thriller,5,"A rich divorcee Chris falls in love with a mysterious woman Sky where Chris, ex-wife and his child eventually gets trapped and a desperate fight for survival will most likely ensue.","Luis Prieto, | ,     Stars:, Cameron Monaghan, Sasha Luss, Ridley Asha Bateman, Lilly Krug","3,207"
The Midnight Sky,118,"Adventure, Drama, Sci-Fi",5.6,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","George Clooney, | ,     Stars:, George Clooney, Felicity Jones, David Oyelowo, Caoilinn Springall","83,059"
Force of Nature,91,"Crime, Drama, Thriller",4.5,A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.,"Michael Polish, | ,     Stars:, Emile Hirsch, Mel Gibson, David Zayas, Kate Bosworth","11,369"
Scary Movie V,86,Comedy,3.5,"A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn theyre being stalked by a nefarious demon.","Malcolm D. Lee, David Zucker, | ,     Stars:, Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan","71,952"
How to Train Your Dragon: The Hidden World,104,"Animation, Action, Adventure",7.4,"When Hiccup discovers Toothless isnt the only Night Fury, he must seek The Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.","Dean DeBlois, | ,     Stars:, Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett","127,862"
Coroner,60,"Crime, Drama, Mystery",6.7,A newly appointed coroner investigates a string of mysterious deaths in Toronto.,"Serinda Swan, Roger Cross, Kiley May, Ehren Kassam","4,494"
Vis a vis,53,"Drama, Thriller",8.2,She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.,"Alba Flores, María Isabel Díaz Lago, Marta Aledo, Najwa Nimri","22,298"
Death Wish,107,"Action, Crime, Drama",6.3,"Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.","Eli Roth, | ,     Stars:, Bruce Willis, Vincent DOnofrio, Elisabeth Shue, Camila Morrone","72,384"
Oz the Great and Powerful,130,"Adventure, Family, Fantasy",6.3,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,"Sam Raimi, | ,     Stars:, James Franco, Michelle Williams, Rachel Weisz, Mila Kunis","208,176"
Sand Castle,113,"Action, Drama, War",6.3,"The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction, and horrors of war.","Fernando Coimbra, | ,     Stars:, Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell","23,637"
Easy Rider,95,"Adventure, Drama",7.3,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.","Dennis Hopper, | ,     Stars:, Peter Fonda, Dennis Hopper, Jack Nicholson, Antonio Mendoza","110,079"
Torchwood,50,"Action, Drama, Mystery",7.7,"The members of the Torchwood Institute, a secret organization founded by the British Crown, fight to protect the Earth from extraterrestrial and supernatural threats.","John Barrowman, Eve Myles, Kai Owen, Gareth David-Lloyd","41,119"
Malcolm & Marie,106,"Drama, Romance",6.6,A director and his girlfriends relationship is tested after they return home from his movie premiere and face each others turmoil during one long night.,"Sam Levinson, | ,     Stars:, John David Washington, Zendaya","37,062"
Ponyo,101,"Animation, Adventure, Comedy",7.6,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.","Hayao Miyazaki, | ,     Stars:, Cate Blanchett, Matt Damon, Liam Neeson, Tomoko Yamaguchi","143,199"
Hypnotic,88,"Mystery, Thriller",5.3,"A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.","Matt Angel, Suzanne Coote, | ,     Stars:, Kate Siegel, Jason OMara, Dulé Hill, Lucie Guest","16,263"
Holidate,104,"Comedy, Romance",6.1,"Fed up with being single on holidays, two strangers agree to be each others platonic plus-ones all year long, only to catch real feelings along the way.","John Whitesell, | ,     Stars:, Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher","64,848"
"Boo, Bitch",202,Comedy,5.8,"Two senior BFFs make a last-ditch attempt to be seen. But when one of them becomes a ghost, shell need to really live her best life--while she can.","Lana Condor, Zoe Margaret Colletti, Mason Versaw, Aparna Brielle","3,457"
3%,49,"Action, Drama, Sci-Fi",7.3,"A post-apocalyptic thriller set in near-future Brazil, where a select few are allowed to join a privileged society after undergoing an intense and competitive process.","Bianca Comparato, Vaneza Oliveira, Rodolfo Valente, Zezé Motta","25,700"
The In Between,115,"Drama, Romance, Sci-Fi",5.9,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes hes attempting to reconnect with her from the after world.","Arie Posin, | ,     Stars:, Joey King, Kyle Allen, Kim Dickens, John Ortiz","7,652"
College Romance,30,"Comedy, Drama, Romance",8.4,"Three best friends look for love, laughs and some lifelong memories while attending college together.","Apoorva Arora, Keshav Sadhna, Gagan Arora, Shreya Mehta","26,513"
The Silent Sea,45,"Adventure, Drama, Mystery",6.9,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.","Bae Doona, Gong Yoo, Joon Lee, Kim Sun-young","20,373"
Cursed,60,"Adventure, Drama, Fantasy",5.9,A teenage sorceress named Nimue encounters a young Arthur on her quest to find a powerful and ancient sword.,"Katherine Langford, Devon Terrell, Gustaf Skarsgård, Daniel Sharman","30,298"
I See You,98,"Crime, Drama, Horror",6.8,Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.,"Adam Randall, | ,     Stars:, Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis","49,300"
What/If,55,"Drama, Thriller",6.3,"An anthology series which tackles a different morality tale, and the ripple effect of a single decision that changes the trajectory of an entire life.","Jane Levy, Blake Jenner, Keith Powers, Samantha Marie Ware","15,483"
We Can Be Heroes,100,"Action, Comedy, Drama",4.7,"When alien invaders capture the Earths superheroes, their kids must learn to work together to save their parents- and the planet.","Robert Rodriguez, | ,     Stars:, YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas, Lyon Daniels","14,971"
Descendants of the Sun,60,"Action, Comedy, Drama",8.3,This drama tells of the love story that develops between a surgeon and a special forces officer.,"Song Joong-ki, Song Hye-Kyo, Jin Goo, Kim Ji-Won","16,031"
Begin Again,104,"Comedy, Drama, Music",7.4,"A chance encounter between a down-and-out music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.","John Carney, | ,     Stars:, Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld","156,482"
The Human Centipede 2 (Full Sequence),91,Horror,3.8,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.","Tom Six, | ,     Stars:, Laurence R. Harvey, Ashlynn Yennie, Maddi Black, Kandace Caine","39,094"
The Croods,98,"Animation, Adventure, Comedy",7.2,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","Kirk DeMicco, Chris Sanders, | ,     Stars:, Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener","214,351"
Dont Be a Menace to South Central While Drinking Your Juice in the Hood,89,"Comedy, Crime",6.5,"A parody of several U.S. films about being in the Hood, for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).","Paris Barclay, | ,     Stars:, Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans, Tracey Cherelle Jones","55,787"
Money Heist: Korea - Joint Economic Area,60,"Action, Crime, Drama",5.3,A genius strategist and people with different personalities and abilities fighting an extraordinary variable and engaging in an unprecedented hostage play.,"Lee Si-woo, Eugene Ko, Park Hae-soo, Yunjin Kim","5,791"
Mirage,128,"Drama, Fantasy, Mystery",7.4,Two storms separated by 25 years. A woman murdered. A daughter missed. Only 72 hours to discover the truth.,"Oriol Paulo, | ,     Stars:, Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte","55,701"
Baki,45,"Animation, Action, Drama",6.7,"The protagonist, Baki Hanma, trains with an intense focus to become strong enough to surpass his father, Yujiro Hanma, the strongest fighter in the world.","Tôru Furuya, Kirk Thornton, Troy Baker, Nobunaga Shimazaki","6,333"
Project Power,113,"Action, Crime, Sci-Fi",6,"When a pill that gives its users unpredictable superpowers for fiveutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.","Henry Joost, Ariel Schulman, | ,     Stars:, Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro","88,089"
Call My Agent!,52,"Comedy, Drama",8.3,French serial about the lives and jobs of people working at a talent agency.,"Camille Cottin, Thibault de Montalembert, Grégory Montel, Liliane Rovère","14,448"
To the Lake,48,"Drama, Sci-Fi, Thriller",7.2,A terrible plague strikes and a group decides to risk their lives. Humanity struggles to survive as they face the end of their civilization.,"Kirill Käro, Maryana Spivak, Natalya Zemtsova, Eldar Kalimulin","13,051"
Erased,264,"Animation, Drama, Fantasy",8.5,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mothers death, which began with a series of kidnappings while he was in 5th grade.","Ben Diskin, Tao Tsuchiya, Michelle Ruff, Minami Takayama","46,215"
The Cloverfield Paradox,102,"Action, Horror, Sci-Fi",5.5,"Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.","Julius Onah, | ,     Stars:, Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz","105,228"
Messiah,43,"Drama, Mystery, Thriller",7.6,"When a C.I.A. officer investigates a man and his followers who attract international attention through acts of public disruption, she embarks on a global high-stakes mission to uncover whether he is a divine entity or a con artist.","Michelle Monaghan, Mehdi Dehbi, John Ortiz, Tomer Sisley","43,128"
Heist,93,"Action, Crime, Drama",6.1,"A father is without the means to pay for his daughters medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry theyre forced to hijack a city bus.","Scott Mann, | ,     Stars:, Robert De Niro, Jeffrey Dean Morgan, Dave Bautista, Kate Bosworth","30,618"
Miracle in Cell No. 7,132,Drama,8.2,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).,"Mehmet Ada Öztekin, | ,     Stars:, Aras Bulut Iynemli, Nisa Sofiya Aksongur, Deniz Baysal, Celile Toyon Uysal","48,567"
Blue Jasmine,98,"Comedy, Drama",7.3,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks like a million dollars but isnt bringing money, peace or love.","Woody Allen, | ,     Stars:, Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins","202,975"
